seed,family,teacher,clone,agree
900001,END_TURN,END_TURN,END_TURN,True
900001,auction,auction_bid(+$1),auction_bid(+$100),False
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=1, req=12)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=2, offer=28, req=26)",DECLINE_TRADE,False
900001,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=2, offer=28, req=26)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,auction,auction_bid(+$50),auction_bid(+$100),False
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=24, req=25)",DECLINE_TRADE,False
900001,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,improve_house,improve_house(sq=9),improve_house(sq=39),False
900001,improve_house,improve_house(sq=6),improve_house(sq=39),False
900001,improve_house,improve_house(sq=8),improve_house(sq=39),False
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=1, req=12)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=24, req=25)",DECLINE_TRADE,False
900001,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,improve_house,improve_house(sq=9),improve_house(sq=39),False
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=0, offer=24, req=25)",DECLINE_TRADE,False
900001,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,improve_house,improve_house(sq=6),improve_house(sq=39),False
900001,improve_house,improve_house(sq=8),improve_house(sq=39),False
900001,improve_house,improve_house(sq=9),improve_house(sq=39),False
900001,improve_house,improve_house(sq=6),END_TURN,False
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,improve_house,improve_house(sq=8),improve_house(sq=8),True
900001,improve_house,improve_house(sq=9),improve_house(sq=9),True
900001,improve_house,improve_house(sq=8),improve_house(sq=6),False
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,exch_trade,"exch_trade(player=1, offer=28, req=31)",END_TURN,False
900001,END_TURN,END_TURN,END_TURN,True
900001,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,END_TURN,END_TURN,END_TURN,True
900001,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900001,END_TURN,END_TURN,END_TURN,True
900001,buy_trade,"buy_trade(player=1, prop=12, price=0.75x)",END_TURN,False
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,exch_trade,"exch_trade(player=1, offer=8, req=5)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=8, req=5)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,auction,auction_bid(+$50),auction_bid(+$100),False
900002,exch_trade,"exch_trade(player=1, offer=8, req=5)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=8, req=5)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,exch_trade,"exch_trade(player=1, offer=16, req=5)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=16, req=5)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=2, offer=16, req=21)",ACCEPT_TRADE,False
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,sell_trade,"sell_trade(player=1, prop=6, price=1.0x)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=6, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$50),auction_bid(+$50),True
900002,auction,auction_pass,auction_pass,True
900002,sell_trade,"sell_trade(player=1, prop=8, price=1.0x)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$100),auction_bid(+$50),False
900002,auction,auction_pass,auction_pass,True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,auction,auction_pass,auction_pass,True
900002,sell_trade,"sell_trade(player=1, prop=8, price=1.25x)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$50),auction_bid(+$50),True
900002,auction,auction_pass,auction_pass,True
900002,exch_trade,"exch_trade(player=2, offer=21, req=29)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=28)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$10),auction_bid(+$10),True
900002,auction,auction_pass,auction_pass,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$100),auction_bid(+$50),False
900002,auction,auction_pass,auction_pass,True
900002,exch_trade,"exch_trade(player=1, offer=39, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,"exch_trade(player=2, offer=21, req=23)",False
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,auction,auction_pass,auction_pass,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$100),auction_bid(+$100),True
900002,exch_trade,"exch_trade(player=1, offer=21, req=9)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=2, offer=26, req=37)",ACCEPT_TRADE,False
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$50),auction_bid(+$50),True
900002,auction,auction_bid(+$10),auction_bid(+$10),True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=3, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,"exch_trade(player=1, offer=31, req=32)",False
900002,exch_trade,"exch_trade(player=0, offer=3, req=25)","exch_trade(player=0, offer=3, req=25)",True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,buy_trade,"buy_trade(player=1, prop=9, price=0.75x)",DECLINE_TRADE,False
900002,DECLINE_TRADE,DECLINE_TRADE,DECLINE_TRADE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,buy_trade,"buy_trade(player=2, prop=1, price=1.0x)",ACCEPT_TRADE,False
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,buy_trade,"buy_trade(player=1, prop=9, price=0.75x)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,improve_house,improve_house(sq=37),improve_house(sq=39),False
900002,exch_trade,"exch_trade(player=0, offer=1, req=25)",improve_house(sq=3),False
900002,improve_house,improve_house(sq=3),improve_house(sq=3),True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,sell_trade,"sell_trade(player=2, prop=1, price=0.75x)",ACCEPT_TRADE,False
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,mortgage,mortgage(sq=8),END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,buy_trade,"buy_trade(player=1, prop=9, price=0.75x)",END_TURN,False
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)",unmortgage(sq=8),False
900002,unmortgage,unmortgage(sq=8),unmortgage(sq=8),True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$10),auction_bid(+$10),True
900002,auction,auction_pass,auction_pass,True
900002,END_TURN,END_TURN,END_TURN,True
900002,buy_trade,"buy_trade(player=2, prop=11, price=1.0x)",ACCEPT_TRADE,False
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,"exch_trade(player=1, offer=11, req=9)",False
900002,exch_trade,"exch_trade(player=0, offer=6, req=25)","exch_trade(player=1, offer=11, req=9)",False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,"exch_trade(player=1, offer=11, req=9)",False
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,"exch_trade(player=1, offer=11, req=9)",False
900002,exch_trade,"exch_trade(player=0, offer=8, req=25)","exch_trade(player=1, offer=11, req=9)",False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,auction,auction_bid(+$10),auction_bid(+$10),True
900002,auction,auction_pass,auction_pass,True
900002,END_TURN,END_TURN,"exch_trade(player=1, offer=11, req=9)",False
900002,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900002,END_TURN,END_TURN,END_TURN,True
900002,END_TURN,END_TURN,"exch_trade(player=1, offer=11, req=9)",False
900002,exch_trade,"exch_trade(player=0, offer=11, req=25)","exch_trade(player=1, offer=11, req=9)",False
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900002,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900002,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$100),auction_bid(+$100),True
900003,auction,auction_bid(+$100),auction_bid(+$50),False
900003,auction,auction_bid(+$100),auction_bid(+$100),True
900003,auction,auction_bid(+$100),auction_bid(+$100),True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$100),auction_bid(+$100),True
900003,auction,auction_bid(+$50),auction_bid(+$100),False
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,exch_trade,"exch_trade(player=1, offer=21, req=15)",END_TURN,False
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,BUY_PROPERTY,BUY_PROPERTY,BUY_PROPERTY,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,exch_trade,"exch_trade(player=1, offer=21, req=15)",END_TURN,False
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,BUY_PROPERTY,BUY_PROPERTY,BUY_PROPERTY,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,exch_trade,"exch_trade(player=1, offer=21, req=15)",END_TURN,False
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$10),auction_bid(+$10),True
900003,auction,auction_pass,auction_pass,True
900003,auction,auction_bid(+$10),auction_bid(+$10),True
900003,auction,auction_pass,auction_pass,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,exch_trade,"exch_trade(player=1, offer=21, req=15)",END_TURN,False
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,BUY_PROPERTY,BUY_PROPERTY,BUY_PROPERTY,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$10),auction_bid(+$10),True
900003,auction,auction_pass,auction_pass,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,exch_trade,"exch_trade(player=1, offer=21, req=15)","exch_trade(player=2, offer=25, req=35)",False
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$10),auction_bid(+$10),True
900003,auction,auction_pass,auction_pass,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$10),auction_bid(+$10),True
900003,auction,auction_pass,auction_pass,True
900003,END_TURN,END_TURN,END_TURN,True
900003,exch_trade,"exch_trade(player=1, offer=21, req=15)","exch_trade(player=2, offer=25, req=35)",False
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,exch_trade,"exch_trade(player=2, offer=12, req=18)","exch_trade(player=2, offer=16, req=18)",False
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$50),auction_bid(+$50),True
900003,auction,auction_pass,auction_pass,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$50),auction_bid(+$50),True
900003,auction,auction_pass,auction_pass,True
900003,auction,auction_bid(+$50),auction_bid(+$50),True
900003,auction,auction_pass,auction_pass,True
900003,END_TURN,END_TURN,END_TURN,True
900003,exch_trade,"exch_trade(player=1, offer=21, req=29)","exch_trade(player=1, offer=5, req=15)",False
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,improve_house,improve_house(sq=19),"exch_trade(player=2, offer=5, req=35)",False
900003,improve_house,improve_house(sq=18),"exch_trade(player=2, offer=5, req=35)",False
900003,END_TURN,END_TURN,"exch_trade(player=2, offer=5, req=35)",False
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$50),auction_bid(+$50),True
900003,auction,auction_pass,auction_pass,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,"exch_trade(player=2, offer=25, req=35)",False
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,auction,auction_bid(+$50),auction_bid(+$50),True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,"exch_trade(player=2, offer=25, req=35)",False
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,"exch_trade(player=1, offer=5, req=15)",False
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,improve_house,improve_house(sq=16),improve_house(sq=16),True
900003,END_TURN,END_TURN,END_TURN,True
900003,ROLL_DICE,ROLL_DICE,ROLL_DICE,True
900003,END_TURN,END_TURN,END_TURN,True
900003,END_TURN,END_TURN,END_TURN,True
900003,DECLINE_TRADE,DECLINE_TRADE,ACCEPT_TRADE,False
